kern2csv4playerString:  Bar~0@0, B, 4/4, A, 140
Drums, 36, 456.0, 1, 73
Drums, 44, 456.0, 1, 60
Drums, 44, 457.0, 1, 65
Bass, 36, 458.0, 1, 62
Drums, 36, 458.0, 1, 65
Drums, 44, 458.0, 1, 66
Piano, 60, 458.0, 1, 68
Piano, 64, 458.0, 1, 69
Piano, 67, 458.0, 1, 62
Piano, 72, 458.0, 1, 79
Drums, 44, 459.0, 1, 64
Piano, 52, 459.0, 1, 78
Piano, 60, 459.0, 1, 73
Piano, 67, 459.0, 1, 79
Piano, 72, 459.0, 1, 65
Piano, 79, 459.0, 1, 62
Bar~115@460, B, 4/4, A, 140
Bass, 36, 460.0, 1, 79
Drums, 36, 460.0, 1, 72
Drums, 44, 460.0, 1, 61
Piano, 55, 460.0, 1, 69
Piano, 60, 460.0, 1, 73
Piano, 64, 460.0, 1, 80
Piano, 72, 460.0, 1, 72
Piano, 79, 460.0, 1, 60
Piano, 84, 460.0, 1, 62
Drums, 44, 461.0, 1, 67
Piano, 55, 461.0, 1, 66
Piano, 60, 461.0, 1, 71
Piano, 64, 461.0, 1, 74
Piano, 72, 461.0, 1, 76
Piano, 79, 461.0, 1, 67
Piano, 84, 461.0, 1, 61
Bass, 31, 462.0, 1, 64
Drums, 36, 462.0, 1, 76
Drums, 44, 462.0, 1, 65
Drums, 44, 463.0, 1, 61
Bar~116@464, B, 4/4, A, 140
Bass, 28, 464.0, 1, 63
Drums, 36, 464.0, 1, 74
Drums, 44, 464.0, 1, 73
Piano, 55, 464.0, 1, 65
Piano, 59, 464.0, 1, 68
Piano, 64, 464.0, 1, 69
Piano, 71, 464.0, 1, 66
Drums, 44, 465.0, 1, 65
Bass, 40, 466.0, 1, 74
Drums, 36, 466.0, 1, 66
Drums, 44, 466.0, 1, 68
Drums, 44, 467.0, 1, 62
Piano, 55, 467.0, 1, 70
Piano, 59, 467.0, 1, 65
Piano, 64, 467.0, 1, 73
Piano, 71, 467.0, 1, 74
Bar~117@468, B, 4/4, A, 140
Bass, 35, 468.0, 1, 77
Drums, 36, 468.0, 1, 77
Drums, 44, 468.0, 1, 75
Piano, 51, 468.0, 1, 69
Piano, 54, 468.0, 1, 71
Piano, 59, 468.0, 1, 63
Piano, 66, 468.0, 1, 71
Drums, 44, 469.0, 1, 74
Piano, 54, 469.0, 1, 66
Piano, 59, 469.0, 1, 65
Piano, 63, 469.0, 1, 73
Piano, 66, 469.0, 1, 73
Bass, 35, 470.0, 1, 75
Drums, 36, 470.0, 1, 65
Drums, 44, 470.0, 1, 65
Drums, 44, 471.0, 1, 72
Bar~118@472, B, 4/4, A, 140
Bass, 28, 472.0, 1, 74
Drums, 36, 472.0, 1, 70
Drums, 44, 472.0, 1, 72
Drums, 44, 473.0, 1, 70
Bass, 33, 474.0, 1, 79
Drums, 36, 474.0, 1, 61
Drums, 44, 474.0, 1, 77
Piano, 57, 474.0, 1, 68
Piano, 61, 474.0, 1, 72
Piano, 64, 474.0, 1, 71
Piano, 69, 474.0, 1, 62
Drums, 44, 475.0, 1, 75
Bar~119@476, B, 4/4, A, 140
Bass, 38, 476.0, 1, 64
Drums, 36, 476.0, 1, 76
Drums, 44, 476.0, 1, 63
Piano, 53, 476.0, 1, 73
Piano, 57, 476.0, 1, 75
Piano, 62, 476.0, 1, 74
Piano, 69, 476.0, 1, 67
Piano, 74, 476.0, 1, 78
Piano, 81, 476.0, 1, 73
Drums, 44, 477.0, 1, 74
Bass, 47, 478.0, 1, 73
Drums, 44, 478.0, 1, 63
Piano, 55, 478.0, 1, 68
Piano, 59, 478.0, 1, 62
Piano, 62, 478.0, 1, 80
Piano, 67, 478.0, 1, 73
Bass, 45, 479.0, 1, 67
Drums, 44, 479.0, 1, 77
Bar~120@480, B, 4/4, A, 140
Bass, 45, 480.0, 1, 65
Drums, 44, 481.0, 1, 72
Bass, 33, 482.0, 1, 61
Drums, 36, 482.0, 1, 64
Drums, 44, 482.0, 1, 79
Drums, 44, 483.0, 1, 71
Piano, 60, 483.0, 1, 60
Piano, 64, 483.0, 1, 68
Piano, 69, 483.0, 1, 63
Piano, 76, 483.0, 1, 75
Bar~121@484, B, 4/4, A, 140
Bass, 33, 484.0, 1, 64
Drums, 36, 484.0, 1, 69
Drums, 44, 484.0, 1, 71
Piano, 60, 484.0, 1, 63
Piano, 64, 484.0, 1, 72
Piano, 69, 484.0, 1, 75
Piano, 76, 484.0, 1, 72
Drums, 44, 485.0, 1, 77
Piano, 57, 485.0, 1, 71
Piano, 60, 485.0, 1, 61
Piano, 64, 485.0, 1, 66
Piano, 69, 485.0, 1, 63
Bass, 36, 486.0, 1, 71
Drums, 36, 486.0, 1, 63
Drums, 44, 486.0, 1, 74
Drums, 44, 487.0, 1, 65
Bar~122@488, B, 4/4, A, 140
Bass, 36, 488.0, 1, 67
Drums, 36, 488.0, 1, 62
Drums, 44, 488.0, 1, 72
Drums, 44, 489.0, 1, 80
Piano, 52, 489.0, 1, 78
Piano, 55, 489.0, 1, 66
Piano, 60, 489.0, 1, 61
Piano, 67, 489.0, 1, 62
Bass, 36, 490.0, 1, 68
Drums, 36, 490.0, 1, 78
Drums, 44, 490.0, 1, 71
Piano, 55, 490.0, 1, 60
Piano, 60, 490.0, 1, 65
Piano, 64, 490.0, 1, 72
Piano, 67, 490.0, 1, 77
Drums, 44, 491.0, 1, 77
Bar~123@492, B, 4/4, A, 140
Bass, 36, 492.0, 1, 79
Drums, 36, 492.0, 1, 69
Drums, 44, 492.0, 1, 67
Drums, 44, 493.0, 1, 74
Bass, 36, 494.0, 1, 71
Drums, 36, 494.0, 1, 65
Drums, 44, 494.0, 1, 73
Drums, 44, 495.0, 1, 60
Bar~124@496, B, 4/4, A, 140
Bass, 28, 496.0, 1, 72
Drums, 36, 496.0, 1, 60
Drums, 44, 496.0, 1, 64
Drums, 44, 497.0, 1, 64
Bass, 28, 498.0, 1, 68
Drums, 36, 498.0, 1, 63
Drums, 44, 498.0, 1, 79
Piano, 55, 498.0, 1, 68
Piano, 59, 498.0, 1, 62
Piano, 64, 498.0, 1, 64
Piano, 71, 498.0, 1, 77
Drums, 44, 499.0, 1, 72
Bar~125@500, B, 4/4, A, 140
Bass, 35, 500.0, 1, 66
Drums, 36, 500.0, 1, 66
Drums, 44, 500.0, 1, 65
Piano, 54, 500.0, 1, 79
Piano, 59, 500.0, 1, 62
Piano, 63, 500.0, 1, 65
Piano, 71, 500.0, 1, 72
Piano, 78, 500.0, 1, 60
Piano, 83, 500.0, 1, 75
Drums, 44, 501.0, 1, 79
Bass, 42, 502.0, 1, 70
Drums, 36, 502.0, 1, 68
Drums, 44, 502.0, 1, 78
Drums, 44, 503.0, 1, 67
Bar~126@504, B, 4/4, A, 140
Bass, 28, 504.0, 1, 60
Drums, 36, 504.0, 1, 60
Drums, 44, 504.0, 1, 67
Drums, 44, 505.0, 1, 64
Bass, 33, 506.0, 1, 75
Drums, 36, 506.0, 1, 70
Drums, 44, 506.0, 1, 78
Drums, 44, 507.0, 1, 79
Bar~127@508, B, 4/4, A, 140
Bass, 33, 508.0, 1, 76
Drums, 36, 508.0, 1, 65
Drums, 44, 508.0, 1, 77
Drums, 44, 509.0, 1, 63
Bass, 31, 510.0, 1, 62
Drums, 44, 510.0, 1, 73
Piano, 55, 510.0, 1, 79
Piano, 59, 510.0, 1, 77
Piano, 62, 510.0, 1, 71
Piano, 67, 510.0, 1, 61
Bass, 35, 511.0, 1, 75
Drums, 44, 511.0, 1, 74
Bar~128@512, B, 4/4, A, 140
Bass, 36, 512.0, 1, 78
Drums, 44, 513.0, 1, 80
Bass, 48, 514.0, 1, 72
Drums, 36, 514.0, 1, 61
Drums, 44, 515.0, 1, 63
Piano, 48, 515.0, 1, 76
Piano, 52, 515.0, 1, 70
Piano, 55, 515.0, 1, 64
Piano, 60, 515.0, 1, 66
Bar~129@516, B, 4/4, A, 140
Bass, 36, 516.0, 1, 68
Drums, 36, 516.0, 1, 74
Piano, 55, 516.0, 1, 62
Piano, 60, 516.0, 1, 73
Piano, 64, 516.0, 1, 77
Piano, 67, 516.0, 1, 62
Drums, 44, 517.0, 1, 79
Piano, 55, 517.0, 1, 70
Piano, 60, 517.0, 1, 76
Piano, 64, 517.0, 1, 65
Piano, 67, 517.0, 1, 67
Bass, 36, 518.0, 1, 62
Drums, 36, 518.0, 1, 76
Drums, 44, 519.0, 1, 63
Bar~130@520, B, 4/4, A, 140
Bass, 35, 520.0, 1, 68
Drums, 36, 520.0, 1, 66
Piano, 50, 520.0, 1, 75
Piano, 59, 520.0, 1, 65
Piano, 65, 520.0, 1, 62
Piano, 71, 520.0, 1, 80
Piano, 77, 520.0, 1, 64
Drums, 44, 521.0, 1, 64
Bass, 35, 522.0, 1, 60
Drums, 36, 522.0, 1, 61
Drums, 44, 523.0, 1, 64
Piano, 50, 523.0, 1, 79
Piano, 59, 523.0, 1, 63
Piano, 65, 523.0, 1, 71
Piano, 71, 523.0, 1, 80
Piano, 77, 523.0, 1, 70
Bar~131@524, B, 4/4, A, 140
Bass, 28, 524.0, 1, 61
Drums, 36, 524.0, 1, 72
Piano, 47, 524.0, 1, 74
Piano, 52, 524.0, 1, 75
Piano, 56, 524.0, 1, 68
Piano, 64, 524.0, 1, 69
Piano, 71, 524.0, 1, 73
Piano, 76, 524.0, 1, 76
Drums, 44, 525.0, 1, 74
Piano, 47, 525.0, 1, 75
Piano, 52, 525.0, 1, 63
Piano, 56, 525.0, 1, 78
Piano, 64, 525.0, 1, 79
Piano, 71, 525.0, 1, 77
Piano, 76, 525.0, 1, 75
Bass, 28, 526.0, 1, 73
Drums, 36, 526.0, 1, 80
Drums, 44, 527.0, 1, 76
Bar~132@528, B, 4/4, A, 140
Bass, 45, 528.0, 1, 72
Drums, 36, 528.0, 1, 78
Drums, 44, 529.0, 1, 61
Bass, 33, 530.0, 1, 77
Drums, 36, 530.0, 1, 77
Piano, 48, 530.0, 1, 72
Piano, 52, 530.0, 1, 65
Piano, 57, 530.0, 1, 66
Piano, 64, 530.0, 1, 66
Piano, 69, 530.0, 1, 63
Piano, 76, 530.0, 1, 73
Drums, 44, 531.0, 1, 80
Bar~133@532, B, 4/4, A, 140
Bass, 33, 532.0, 1, 62
Drums, 36, 532.0, 1, 65
Piano, 48, 532.0, 1, 68
Piano, 52, 532.0, 1, 76
Piano, 57, 532.0, 1, 65
Piano, 64, 532.0, 1, 68
Piano, 69, 532.0, 1, 74
Piano, 76, 532.0, 1, 79
Drums, 44, 533.0, 1, 78
Piano, 48, 533.0, 1, 74
Piano, 52, 533.0, 1, 76
Piano, 57, 533.0, 1, 61
Piano, 64, 533.0, 1, 73
Piano, 69, 533.0, 1, 67
Piano, 76, 533.0, 1, 72
Bass, 28, 534.0, 1, 60
Drums, 36, 534.0, 1, 76
Drums, 44, 535.0, 1, 64
Bar~134@536, B, 4/4, A, 140
Bass, 34, 536.0, 1, 72
Drums, 36, 536.0, 1, 61
Drums, 44, 537.0, 1, 69
Bass, 43, 538.0, 1, 70
Drums, 36, 538.0, 1, 70
Drums, 44, 539.0, 1, 76
Bar~135@540, B, 4/4, A, 140
Bass, 36, 540.0, 1, 70
Drums, 36, 540.0, 1, 65
Drums, 44, 541.0, 1, 68
Bass, 36, 542.0, 1, 73
Drums, 36, 542.0, 1, 72
Drums, 44, 543.0, 1, 76
Bar~136@544, B, 4/4, A, 140
Bass, 29, 544.0, 1, 63
Drums, 36, 544.0, 1, 62
Drums, 44, 545.0, 1, 63
Bass, 29, 546.0, 1, 80
Drums, 36, 546.0, 1, 74
Piano, 48, 546.0, 1, 72
Piano, 53, 546.0, 1, 67
Piano, 57, 546.0, 1, 65
Piano, 60, 546.0, 1, 80
Drums, 44, 547.0, 1, 72
Bar~137@548, B, 4/4, A, 140
Bass, 38, 548.0, 1, 61
Drums, 36, 548.0, 1, 61
Piano, 50, 548.0, 1, 67
Piano, 53, 548.0, 1, 72
Piano, 57, 548.0, 1, 74
Piano, 62, 548.0, 1, 63
Drums, 44, 549.0, 1, 61
Bass, 50, 550.0, 1, 78
Drums, 36, 550.0, 1, 64
Drums, 44, 551.0, 1, 62
Bar~138@552, B, 4/4, A, 140
Bass, 45, 552.0, 1, 65
Drums, 36, 552.0, 1, 61
Drums, 44, 553.0, 1, 60
Bass, 33, 554.0, 1, 76
Drums, 36, 554.0, 1, 79
Piano, 60, 554.0, 1, 76
Piano, 64, 554.0, 1, 74
Piano, 69, 554.0, 1, 62
Piano, 76, 554.0, 1, 74
Drums, 44, 555.0, 1, 75
Bar~139@556, B, 4/4, A, 140
Bass, 30, 556.0, 1, 78
Drums, 36, 556.0, 1, 63
Piano, 62, 556.0, 1, 64
Piano, 66, 556.0, 1, 63
Piano, 69, 556.0, 1, 62
Piano, 74, 556.0, 1, 78
Drums, 44, 557.0, 1, 80
Bass, 38, 558.0, 1, 66
Drums, 36, 558.0, 1, 77
Drums, 44, 559.0, 1, 79
Bar~140@560, B, 4/4, A, 140
Bass, 33, 560.0, 1, 72
Drums, 36, 560.0, 1, 70
Drums, 44, 561.0, 1, 60
Bass, 33, 562.0, 1, 73
Drums, 36, 562.0, 1, 77
Drums, 44, 563.0, 1, 65
Bar~141@564, B, 4/4, A, 140
Bass, 41, 564.0, 1, 63
Drums, 36, 564.0, 1, 70
Drums, 44, 565.0, 1, 67
Bass, 28, 566.0, 1, 76
Drums, 36, 566.0, 1, 78
Drums, 44, 567.0, 1, 79
Bar~142@568, B, 4/4, A, 140
Bass, 33, 568.0, 1, 67
Drums, 36, 568.0, 1, 64
Drums, 44, 569.0, 1, 69
Bass, 33, 570.0, 1, 76
Drums, 36, 570.0, 1, 69
Piano, 57, 570.0, 1, 77
Piano, 60, 570.0, 1, 73
Piano, 64, 570.0, 1, 80
Piano, 69, 570.0, 1, 74
Drums, 44, 571.0, 1, 71
Piano, 60, 571.0, 1, 78
Piano, 64, 571.0, 1, 63
Piano, 69, 571.0, 1, 63
Piano, 76, 571.0, 1, 70
Bar~143@572, B, 4/4, A, 140
Bass, 31, 572.0, 1, 80
Drums, 36, 572.0, 1, 68
Piano, 55, 572.0, 1, 67
Piano, 59, 572.0, 1, 62
Piano, 62, 572.0, 1, 78
Piano, 67, 572.0, 1, 61
Drums, 44, 573.0, 1, 66
Piano, 59, 573.0, 1, 62
Piano, 62, 573.0, 1, 68
Piano, 67, 573.0, 1, 70
Piano, 74, 573.0, 1, 76
Bass, 43, 574.0, 1, 76
Piano, 50, 574.0, 1, 68
Piano, 55, 574.0, 1, 73
Piano, 59, 574.0, 1, 80
Piano, 67, 574.0, 1, 73
Piano, 74, 574.0, 1, 80
Piano, 79, 574.0, 1, 63
Bass, 38, 575.0, 1, 68
Drums, 44, 575.0, 1, 66
Bar~144@576, B, 4/4, A, 140
Drums, 44, 577.0, 1, 80
Bass, 36, 578.0, 1, 61
Drums, 36, 578.0, 1, 63
Drums, 44, 578.0, 1, 66
Piano, 52, 578.0, 1, 62
Piano, 60, 578.0, 1, 80
Piano, 67, 578.0, 1, 80
Piano, 72, 578.0, 1, 67
Piano, 79, 578.0, 1, 77
Bass, 31, 579.0, 1, 62
Drums, 44, 579.0, 1, 71
Piano, 55, 579.0, 1, 69
Piano, 60, 579.0, 1, 61
Piano, 64, 579.0, 1, 69
Piano, 72, 579.0, 1, 64
Piano, 79, 579.0, 1, 68
Piano, 84, 579.0, 1, 70
Bar~145@580, B, 4/4, A, 140
Bass, 29, 580.0, 1, 62
Drums, 36, 580.0, 1, 77
Drums, 44, 580.0, 1, 67
Piano, 57, 580.0, 1, 63
Piano, 65, 580.0, 1, 75
Piano, 72, 580.0, 1, 76
Piano, 77, 580.0, 1, 77
Piano, 84, 580.0, 1, 68
Drums, 44, 581.0, 1, 80
Piano, 53, 581.0, 1, 66
Piano, 57, 581.0, 1, 61
Piano, 60, 581.0, 1, 74
Piano, 65, 581.0, 1, 69
Bass, 29, 582.0, 1, 61
Drums, 36, 582.0, 1, 62
Drums, 44, 582.0, 1, 66
Drums, 44, 583.0, 1, 74
Bar~146@584, B, 4/4, A, 140
Bass, 36, 584.0, 1, 61
Drums, 36, 584.0, 1, 60
Drums, 44, 584.0, 1, 62
Drums, 44, 585.0, 1, 74
Piano, 60, 585.0, 1, 71
Piano, 64, 585.0, 1, 75
Piano, 67, 585.0, 1, 73
Piano, 72, 585.0, 1, 69
Bass, 48, 586.0, 1, 77
Drums, 36, 586.0, 1, 77
Drums, 44, 586.0, 1, 72
Piano, 60, 586.0, 1, 65
Piano, 64, 586.0, 1, 72
Piano, 67, 586.0, 1, 76
Piano, 72, 586.0, 1, 74
Drums, 44, 587.0, 1, 75
Bar~147@588, B, 4/4, A, 140
Bass, 36, 588.0, 1, 71
Drums, 36, 588.0, 1, 61
Drums, 44, 588.0, 1, 73
Drums, 44, 589.0, 1, 63
Bass, 36, 590.0, 1, 75
Drums, 36, 590.0, 1, 76
Drums, 44, 590.0, 1, 68
Drums, 44, 591.0, 1, 78
Bar~148@592, B, 4/4, A, 140
Bass, 31, 592.0, 1, 62
Drums, 36, 592.0, 1, 65
Drums, 44, 592.0, 1, 71
Drums, 44, 593.0, 1, 69
Bass, 31, 594.0, 1, 76
Drums, 36, 594.0, 1, 74
Drums, 44, 594.0, 1, 69
Piano, 55, 594.0, 1, 60
Piano, 58, 594.0, 1, 72
Piano, 62, 594.0, 1, 64
Piano, 67, 594.0, 1, 65
Drums, 44, 595.0, 1, 76
Bar~149@596, B, 4/4, A, 140
Bass, 36, 596.0, 1, 78
Drums, 36, 596.0, 1, 66
Drums, 44, 596.0, 1, 74
Piano, 55, 596.0, 1, 66
Piano, 60, 596.0, 1, 70
Piano, 64, 596.0, 1, 72
Piano, 67, 596.0, 1, 60
Drums, 44, 597.0, 1, 74
Bass, 36, 598.0, 1, 66
Drums, 36, 598.0, 1, 61
Drums, 44, 598.0, 1, 76
Drums, 44, 599.0, 1, 68
Bar~150@600, B, 4/4, A, 140
Bass, 41, 600.0, 1, 61
Drums, 36, 600.0, 1, 71
Drums, 44, 600.0, 1, 64
Drums, 44, 601.0, 1, 66
Bass, 29, 602.0, 1, 77
Drums, 36, 602.0, 1, 71
Drums, 44, 602.0, 1, 75
Drums, 44, 603.0, 1, 75
Bar~151@604, B, 4/4, A, 140
Bass, 29, 604.0, 1, 71
Drums, 36, 604.0, 1, 60
Drums, 44, 604.0, 1, 77
Drums, 44, 605.0, 1, 60
Bass, 29, 606.0, 1, 78
Drums, 36, 606.0, 1, 66
Drums, 44, 606.0, 1, 66
Drums, 44, 607.0, 1, 76
Bar~152@608, B, 4/4, A, 140
Bass, 38, 608.0, 1, 78
Drums, 36, 608.0, 1, 77
Drums, 44, 608.0, 1, 78
Drums, 44, 609.0, 1, 73
Bass, 41, 610.0, 1, 66
Drums, 36, 610.0, 1, 72
Drums, 44, 610.0, 1, 79
Piano, 53, 610.0, 1, 74
Piano, 57, 610.0, 1, 60
Piano, 62, 610.0, 1, 71
Piano, 69, 610.0, 1, 65
Drums, 44, 611.0, 1, 79
Piano, 53, 611.0, 1, 78
Piano, 57, 611.0, 1, 78
Piano, 62, 611.0, 1, 77
Piano, 69, 611.0, 1, 73
Bar~153@612, B, 4/4, A, 140
Bass, 38, 612.0, 1, 60
Drums, 36, 612.0, 1, 62
Drums, 44, 612.0, 1, 69
Piano, 55, 612.0, 1, 75
Piano, 59, 612.0, 1, 72
Piano, 62, 612.0, 1, 71
Piano, 67, 612.0, 1, 66
Drums, 44, 613.0, 1, 62
Piano, 50, 613.0, 1, 69
Piano, 55, 613.0, 1, 65
Piano, 59, 613.0, 1, 67
Piano, 62, 613.0, 1, 67
Bass, 38, 614.0, 1, 71
Drums, 36, 614.0, 1, 64
Drums, 44, 614.0, 1, 69
Drums, 44, 615.0, 1, 63
Bar~154@616, B, 4/4, A, 140
Bass, 36, 616.0, 1, 64
Drums, 36, 616.0, 1, 61
Drums, 44, 616.0, 1, 61
Drums, 44, 617.0, 1, 73
Bass, 36, 618.0, 1, 78
Drums, 36, 618.0, 1, 70
Drums, 44, 618.0, 1, 72
Piano, 55, 618.0, 1, 72
Piano, 60, 618.0, 1, 65
Piano, 64, 618.0, 1, 78
Piano, 72, 618.0, 1, 72
Piano, 79, 618.0, 1, 70
Piano, 84, 618.0, 1, 74
Drums, 44, 619.0, 1, 71
Bar~155@620, B, 4/4, A, 140
Bass, 36, 620.0, 1, 61
Drums, 36, 620.0, 1, 70
Drums, 44, 620.0, 1, 61
Piano, 55, 620.0, 1, 69
Piano, 60, 620.0, 1, 72
Piano, 64, 620.0, 1, 68
Piano, 72, 620.0, 1, 62
Piano, 79, 620.0, 1, 60
Piano, 84, 620.0, 1, 74
Drums, 44, 621.0, 1, 80
Piano, 55, 621.0, 1, 78
Piano, 60, 621.0, 1, 77
Piano, 64, 621.0, 1, 74
Piano, 67, 621.0, 1, 68
Bass, 48, 622.0, 1, 61
Drums, 36, 622.0, 1, 74
Drums, 44, 622.0, 1, 77
Drums, 44, 623.0, 1, 60
Bar~156@624, B, 4/4, A, 140
Bass, 42, 624.0, 1, 73
Drums, 36, 624.0, 1, 73
Drums, 44, 624.0, 1, 68
Drums, 44, 625.0, 1, 71
Bass, 30, 626.0, 1, 64
Drums, 36, 626.0, 1, 72
Drums, 44, 626.0, 1, 71
Piano, 57, 626.0, 1, 74
Piano, 66, 626.0, 1, 71
Piano, 72, 626.0, 1, 65
Piano, 78, 626.0, 1, 60
Piano, 84, 626.0, 1, 69
Drums, 44, 627.0, 1, 61
Bar~157@628, B, 4/4, A, 140
Bass, 35, 628.0, 1, 77
Drums, 36, 628.0, 1, 72
Drums, 44, 628.0, 1, 69
Piano, 54, 628.0, 1, 61
Piano, 59, 628.0, 1, 64
Piano, 63, 628.0, 1, 65
Piano, 71, 628.0, 1, 66
Piano, 78, 628.0, 1, 71
Piano, 83, 628.0, 1, 71
Drums, 44, 629.0, 1, 77
Bass, 35, 630.0, 1, 77
Drums, 36, 630.0, 1, 80
Drums, 44, 630.0, 1, 78
Drums, 44, 631.0, 1, 69
Bar~158@632, B, 4/4, A, 140
Bass, 31, 632.0, 1, 69
Drums, 36, 632.0, 1, 69
Drums, 44, 632.0, 1, 65
Drums, 44, 633.0, 1, 71
Bass, 33, 634.0, 1, 80
Drums, 36, 634.0, 1, 75
Drums, 44, 634.0, 1, 65
Drums, 44, 635.0, 1, 70
Bar~159@636, B, 4/4, A, 140
Bass, 45, 636.0, 1, 74
Drums, 36, 636.0, 1, 69
Drums, 44, 636.0, 1, 60
Drums, 44, 637.0, 1, 67
Bass, 31, 638.0, 1, 71
Piano, 55, 638.0, 1, 66
Piano, 59, 638.0, 1, 63
Piano, 62, 638.0, 1, 69
Piano, 67, 638.0, 1, 61
Bass, 38, 639.0, 1, 76
Drums, 36, 639.0, 1, 65
Drums, 44, 639.0, 1, 73
Bar~160@640, B, 4/4, A, 140
Bass, 33, 640.0, 1, 73
Drums, 44, 641.0, 1, 73
Bass, 28, 642.0, 1, 77
Drums, 36, 642.0, 1, 66
Drums, 44, 642.0, 1, 75
Piano, 60, 642.0, 1, 79
Piano, 64, 642.0, 1, 68
Piano, 69, 642.0, 1, 74
Piano, 76, 642.0, 1, 73
Drums, 44, 643.0, 1, 74
Piano, 60, 643.0, 1, 70
Piano, 64, 643.0, 1, 69
Piano, 69, 643.0, 1, 75
Piano, 76, 643.0, 1, 71
Bar~161@644, B, 4/4, A, 140
Bass, 31, 644.0, 1, 69
Drums, 36, 644.0, 1, 61
Drums, 44, 644.0, 1, 62
Piano, 57, 644.0, 1, 80
Piano, 60, 644.0, 1, 63
Piano, 64, 644.0, 1, 66
Piano, 69, 644.0, 1, 72
Drums, 44, 645.0, 1, 71
Piano, 60, 645.0, 1, 72
Piano, 64, 645.0, 1, 74
Piano, 69, 645.0, 1, 78
Piano, 76, 645.0, 1, 66
Bass, 43, 646.0, 1, 61
Drums, 36, 646.0, 1, 75
Drums, 44, 646.0, 1, 80
Bass, 33, 647.0, 1, 73
Drums, 44, 647.0, 1, 71
Bar~162@648, B, 4/4, A, 140
Bass, 30, 648.0, 1, 61
Drums, 36, 648.0, 1, 73
Drums, 44, 648.0, 1, 73
Drums, 44, 649.0, 1, 67
Bass, 30, 650.0, 1, 72
Drums, 36, 650.0, 1, 66
Drums, 44, 650.0, 1, 80
Drums, 44, 651.0, 1, 74
Bar~163@652, B, 4/4, A, 140
Bass, 29, 652.0, 1, 78
Drums, 36, 652.0, 1, 77
Drums, 44, 652.0, 1, 61
Drums, 44, 653.0, 1, 66
Bass, 29, 654.0, 1, 65
Drums, 36, 654.0, 1, 73
Drums, 44, 654.0, 1, 68
Drums, 44, 655.0, 1, 79
Bar~164@656, B, 4/4, A, 140
Bass, 45, 656.0, 1, 72
Drums, 36, 656.0, 1, 61
Drums, 44, 656.0, 1, 63
Drums, 44, 657.0, 1, 68
Bass, 48, 658.0, 1, 71
Drums, 36, 658.0, 1, 65
Drums, 44, 658.0, 1, 61
Piano, 48, 658.0, 1, 80
Piano, 52, 658.0, 1, 70
Piano, 57, 658.0, 1, 66
Piano, 64, 658.0, 1, 77
Piano, 69, 658.0, 1, 70
Piano, 76, 658.0, 1, 64
Drums, 44, 659.0, 1, 79
Bar~165@660, B, 4/4, A, 140
Bass, 41, 660.0, 1, 61
Drums, 36, 660.0, 1, 80
Drums, 44, 660.0, 1, 80
Piano, 50, 660.0, 1, 79
Piano, 59, 660.0, 1, 74
Piano, 65, 660.0, 1, 76
Piano, 71, 660.0, 1, 71
Piano, 77, 660.0, 1, 65
Drums, 44, 661.0, 1, 76
Piano, 50, 661.0, 1, 62
Piano, 59, 661.0, 1, 64
Piano, 65, 661.0, 1, 73
Piano, 71, 661.0, 1, 69
Piano, 77, 661.0, 1, 69
Bass, 35, 662.0, 1, 69
Drums, 36, 662.0, 1, 60
Drums, 44, 662.0, 1, 60
Bass, 40, 663.0, 1, 71
Drums, 44, 663.0, 1, 72
Bar~166@664, B, 4/4, A, 140
Bass, 33, 664.0, 1, 67
Drums, 36, 664.0, 1, 63
Drums, 44, 664.0, 1, 63
Drums, 44, 665.0, 1, 69
Bass, 33, 666.0, 1, 74
Drums, 36, 666.0, 1, 63
Drums, 44, 666.0, 1, 66
Drums, 44, 667.0, 1, 72
Bar~167@668, B, 4/4, A, 140
Bass, 33, 668.0, 1, 70
Drums, 36, 668.0, 1, 74
Drums, 44, 668.0, 1, 74
Drums, 44, 669.0, 1, 75
Bass, 36, 670.0, 1, 74
Drums, 44, 670.0, 1, 63
Piano, 48, 670.0, 1, 70
Piano, 52, 670.0, 1, 63
Piano, 57, 670.0, 1, 76
Piano, 64, 670.0, 1, 61
Piano, 69, 670.0, 1, 73
Piano, 76, 670.0, 1, 62
Bass, 40, 671.0, 1, 66
Drums, 36, 671.0, 1, 71
Drums, 44, 671.0, 1, 60
Bar~168@672, B, 4/4, A, 140
Bass, 45, 672.0, 1, 67
Drums, 44, 673.0, 1, 60
Bass, 33, 674.0, 1, 74
Drums, 36, 674.0, 1, 60
Drums, 44, 674.0, 1, 70
Piano, 48, 674.0, 1, 76
Piano, 52, 674.0, 1, 77
Piano, 57, 674.0, 1, 61
Piano, 64, 674.0, 1, 61
Piano, 69, 674.0, 1, 60
Piano, 76, 674.0, 1, 79
Drums, 44, 675.0, 1, 74
Piano, 57, 675.0, 1, 73
Piano, 60, 675.0, 1, 67
Piano, 64, 675.0, 1, 60
Piano, 69, 675.0, 1, 75
Bar~169@676, B, 4/4, A, 140
Bass, 33, 676.0, 1, 72
Drums, 36, 676.0, 1, 62
Drums, 44, 676.0, 1, 79
Piano, 48, 676.0, 1, 78
Piano, 52, 676.0, 1, 64
Piano, 57, 676.0, 1, 66
Piano, 64, 676.0, 1, 62
