kern2csv4playerString:  Bar~0@0, B, 4/4, A, 140
Piano, 64, 888.0, 1, 72
Piano, 69, 888.0, 1, 70
Piano, 76, 888.0, 1, 61
Drums, 44, 889.0, 1, 75
Piano, 48, 889.0, 1, 69
Piano, 52, 889.0, 1, 70
Piano, 57, 889.0, 1, 72
Piano, 64, 889.0, 1, 61
Piano, 69, 889.0, 1, 71
Piano, 76, 889.0, 1, 68
Bass, 33, 890.0, 1, 78
Drums, 36, 890.0, 1, 72
Drums, 44, 890.0, 1, 77
Drums, 44, 891.0, 1, 72

